1.319744042101526349e-01 2.884003602176363201e-02 7.202307500235527460e-02 1.218668994070947337e-01 -7.986578238088934412e-02 7.266263962097094242e-02 3.240583967380843977e-01 -5.060701495355476170e-02 -1.000307172960958474e-01 1.173478129248145124e-01 3.130561398108206994e-01 1.851220961157471478e-01 -4.402256672807981774e-02 -6.623839896913073615e-03 7.837238199446265596e-02 -2.744209682827979946e-01 -1.332010216293040838e-01 1.028923471553095659e-01 8.121999297141985208e-02 3.337548752536538821e-01
4.414151806422230567e-02 3.146049483474865072e-02 8.321151478040574034e-02 -2.357189717544406760e-01 8.373896568384196770e-02 1.245429439377020997e-01 1.974706108012385108e-01 1.774791563709907372e-01 3.918090072017028636e-01 -2.704294569057611453e-01 -1.412681289679835750e-01 2.040867298060195789e-01 -1.378034369563030936e-01 -2.606544777074617514e-01 -1.280721349564802047e-01 -1.090454375928759240e-01 -1.590214056174499846e-01 -6.394321110362016780e-02 -1.823016291088441487e-01 2.186245397229349963e-01
1.838327901628319105e-01 2.370582046967354972e-01 2.240965303059239827e-02 5.620098184416441600e-02 1.172682697174344951e-01 -1.504566728603907999e-01 2.911523948057332181e-02 -3.227456515394317993e-01 3.585333090211232365e-01 -1.918779830919192797e-01 1.123141466800350527e-02 -1.069642976569529919e-01 -2.507226055017017577e-02 -9.271812764958625719e-02 -4.224883873393536771e-02 -2.277895152095789910e-01 1.274593807343427920e-01 -6.350220136179351993e-02 1.889491845882374510e-01 -2.144752120654733196e-01
-2.507866746660368240e-01 -3.863333245064406313e-02 -1.968400449555246512e-01 2.697895390448260544e-01 -3.147404712558815598e-02 8.167208264642202009e-02 -1.511097752925026627e-01 -5.070396267573564625e-02 1.652714386912975675e-01 4.534399962304337672e-02 1.921920507601381223e-01 8.091620167382834738e-02 1.606075495765641181e-01 -1.442899000726521053e-01 1.726234757245086460e-01 -1.131793408706165266e-01 3.052607235207619157e-03 -1.240831289523092462e-01 -1.370228220250881319e-02 -1.128993136327965940e-01
1.411337334257781462e-01 9.391389288642115751e-02 -7.544201572887605789e-02 6.040742063652256022e-02 3.563553964552537701e-02 8.614855077596245136e-02 2.096058561395492126e-01 2.441036575263600406e-01 5.976654384967326067e-02 -6.845203706693206436e-02 1.771570716407019075e-01 -4.856751210689479875e-02 -1.564387524726698897e-01 -8.629870184714512338e-02 2.364874511980547267e-01 -6.545109336111860909e-02 -1.589712758961797645e-02 -1.448893083446917696e-01 -1.153719022279037915e-01 1.591408972405501665e-01
-4.570621436881514704e-02 -1.594282502974380122e-01 -1.843188690463931287e-02 5.106105105729843996e-02 4.400073827157676559e-02 7.040874532868475477e-02 -6.816055128593140333e-02 -1.010926621512609480e-01 2.547814012757529945e-01 -2.089273971307814837e-01 1.618605973535128251e-02 1.654081524305189843e-02 5.616209474624979381e-02 1.104072739392330527e-01 4.844750672411671927e-02 5.354240393637654111e-02 -1.565817658804115331e-01 5.761594084979070746e-02 1.693111420978072323e-01 1.865769869096739197e-01
-1.191275582145168710e-01 1.023024394131322179e-01 2.260681637760056928e-01 -3.106303246266457069e-02 5.023657405176260027e-02 1.041389693725727900e-01 -7.721427850469557430e-02 -2.129907935952487508e-01 -1.036238662689202006e-01 -6.813909633236199526e-02 1.889769708317085295e-01 -8.879714322604488619e-02 1.247044072369319356e-01 3.515553957025626675e-01 1.718214319815007940e-01 2.320942546016166175e-01 -6.046916178124821933e-02 -2.114618623020342592e-01 -3.739294948110376271e-02 -1.211784913064725966e-01
5.969276854492380768e-02 1.162898372066145103e-01 4.305901648954740812e-02 3.649811982290626644e-01 8.103372898545256608e-02 3.381220679670906004e-01 1.573253542466630794e-01 1.979523012184017383e-01 1.667266726223145534e-01 1.728057824352655092e-02 -2.879694637970750537e-01 -3.558348391377118974e-02 -1.019608532574706877e-01 3.783297006553168473e-02 2.429608137593237960e-01 2.339408187449666665e-01 2.664816832957305759e-01 -2.064362957048461455e-01 -8.356091329230781739e-02 -2.284807422130671062e-01
-8.642741725782933371e-02 1.389920320162650325e-01 -5.690315654473702967e-02 -7.503619525779992028e-02 -8.436664923462677823e-02 1.997471311234013669e-01 -1.004752579058980633e-01 -6.060409347753261539e-02 -6.705945238219203353e-02 8.725066587369610660e-02 -4.442569424102181530e-02 1.830358745686455901e-01 1.556824987614651157e-01 -5.420079784812371904e-02 -3.959775257791262049e-02 -1.665909578837401761e-02 -8.098474950076581247e-02 9.468213518447908539e-02 -4.389009295648664266e-01 -2.357176734398708576e-02
-3.052838388287592783e-02 8.183736874154672047e-02 3.487910621662000665e-02 -2.221554210075568081e-01 -9.991231126073925328e-02 -4.310298107866911144e-02 -1.159091288463348218e-01 -6.364867552462985523e-02 -5.767614803322117234e-02 6.149752736107740037e-02 -1.629974733785514440e-01 -5.454706927414079698e-02 4.080053350926741984e-02 2.088320652844717074e-01 3.198172559729749870e-02 -7.412283769716136728e-02 -6.497022953613268426e-02 -1.432353428453039534e-01 1.928717245797967675e-02 -2.782117100588634394e-03
